id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
88,incident,23,effect_on_reporting,"At least 13 journalists detained, 14 injured, 1 deported","CPJ documented detentions, beatings and the deportation of BBC's Mark Lowen among journalists covering the protests.",,81,authorities have since arrested thousands of protesters and have moved aggressively to tamp down media coverage,2025-04-02,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:42:23Z
89,incident,23,status,Ongoing as of CPJ's 2025-04-02 report,CPJ's report described the restrictions as continuing amid mass arrests of protesters.,,81,press freedom advocates are concerned that authorities are deliberately targeting them to suppress coverage,2025-04-02,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:42:23Z
90,incident,1,action,"WHCA statement, 2026-09-18",The White House Correspondents' Association said the Constitution's press protections apply regardless of the president's approval of coverage.,,3,The Constitution protects the freedom of the press from government interference.,2026-09-18,official_statement,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:47:49Z
91,incident,1,scope_of_action,"Networks decline replacement pool, 2026-09-20",Other television networks declined to put a replacement pool crew in CNN's place after CNN's access was revoked.,,111,There will be no replacement pool put in place.,2026-09-20,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:47:49Z
92,incident,1,outlet_affected,"Hearing scheduled, 2026-09-23","A federal judge set an initial hearing for September 23, 2026 in the lawsuit CNN, MS NOW and Politico filed against Trump.",,113,"A federal judge set an initial court hearing for Wednesday, Sept. 23 in the lawsuit CNN, MS NOW and Politico filed against President Donald Trump",2026-09-22,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:47:50Z
93,incident,2,occurred_on,2025-10-15,"Reporters began vacating the Pentagon press workspace rather than sign the new rules, with a deadline of 2025-10-17 to remove belongings.",,31,"On October 15, reporters began vacating the press room at the Pentagon removing computer servers, furniture, television screens, soundproofing equipment and other items.",,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:06Z
94,incident,2,status,Unresolved as of this writing,No mass reinstatement of Pentagon credentials has been reported.,,31,"The court imposed a permanent injunction, and ordered the restoration of press credentials and access for the New York Times journalists.",,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:06Z
95,incident,3,status,Ongoing as of 2026-09-22,The change in pool control has not been reversed; the White House continued to select the pool as of September 2026.,,104,"Last year, the Trump White House upended a decades-long tradition of an independent association of journalists selecting members of the pool. The White House now picks and chooses which members of the media make up the pool.",2026-09-22,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:12Z
96,incident,4,occurred_on,2025-09-17,ABC suspended Jimmy Kimmel Live! the same day as Carr's remarks.,,28,Kimmel's late-night show was pulled from the air on September 17 hours after the U.S. government threatened to cancel broadcasting licenses,2025-09-19,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:16Z
97,incident,4,effect_on_reporting,"Show suspended by ABC, Nexstar and Sinclair",ABC and two large affiliate groups pulled or preempted the program within hours of Carr's remarks.,,28,"Nexstar and Sinclair Broadcast Group...announced they would pull Kimmel's show indefinitely. Then, so did ABC.",2025-09-19,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:17Z
98,incident,4,status,Show later reinstated on ABC,Jimmy Kimmel Live! returned to ABC's schedule after the suspension.,,112,"Kimmel's show is set to return on Tuesday night, after a weeklong impasse",2025-09-23,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:18Z
99,incident,5,occurred_on,2025-07-01,Paramount announced the $16 million settlement.,,82,"Paramount will settle President Trump's lawsuit over a ""60 Minutes"" interview with Kamala Harris for $16 million, the company announced late Tuesday.",2025-07-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:22Z
100,incident,5,effect_on_reporting,60 Minutes to release presidential-candidate interview transcripts,"The settlement obligates 60 Minutes to publish transcripts of future presidential-candidate interviews, subject to redactions.",,82,"Paramount also agreed that ""60 Minutes"" will release transcripts of interviews with presidential candidates in the future, ""subject to redactions as required for legal or national security concerns,"" the statement said.",2025-07-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:23Z
101,incident,5,status,Settled 2025-07-01,The lawsuit concluded with the $16 million settlement.,,82,"CBS News' parent company worked with a mediator to resolve the lawsuit. Under the agreement, $16 million will be allocated to Mr. Trump's future presidential library and the plaintiffs' fees and costs.",2025-07-01,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:24Z
102,incident,7,occurred_on,2025-04-25,Attorney General Bondi rescinded the Biden-era media guidelines.,,27,"On April 25, Attorney General Pam Bondi issued a memorandum to all U.S. Department of Justice employees titled '[Updated Policy Regarding Obtaining Information From, or Records of, Members of the News Media]",2025-04-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:36Z
103,incident,7,status,In effect,The rescission remains in force as of this writing.,,27,The text of the revised regulation confirms that Bondi has rescinded the reforms implemented by former Attorney General Merrick Garland in a 2021 memo and the 2022 rewrite of the 50.10 guidelines.,2025-04-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:48:37Z
104,incident,11,occurred_on,2026-01-07,A media-freedom body's statement condemning Israel's continued ban on foreign media access to Gaza was reported.,,61,"Instead of presenting a plan for allowing journalists into Gaza independently and letting us work alongside our brave Palestinian colleagues, the government has decided once again to lock us out.",2026-01-07,outlet_report,2026-09-22,medium,superseded,,113,update,seed-2026-09-22,2026-09-22T20:54:15Z
105,incident,11,status,In effect as of 2026-02-25,CPJ's February 2026 report described the access ban as ongoing.,,59,ban on independent foreign press access,2026-02-25,outlet_report,2026-09-22,medium,current,,,,seed-2026-09-22,2026-09-22T20:54:16Z
106,incident,1,stated_justification,"""FICTION and LIES""","Trump described the outlets' coverage as ""FICTION and LIES"" as his stated reason for the ban.",,1,FICTION and LIES,2026-09-19,outlet_report,2026-09-22,medium,current,2,,,seed-2026-09-22,2026-09-22T21:15:57Z
107,incident,1,status,Lawsuit filed 2026-09-21; hearing reported for 2026-09-23,"CNN, MS NOW and Politico filed suit against the White House and the President, seeking a declaration that the ban violates the Constitution and an injunction restoring access.",,10,filing a lawsuit today to protect our First Amendment rights and defend the principle that the government does not decide what the press reports or publishes.,2026-09-21,outlet_report,2026-09-22,medium,superseded,4,735,update,seed-2026-09-22,2026-09-22T21:15:57Z
108,incident,12,occurred_on,2025-02-11,"The White House first barred an Associated Press reporter from an Oval Office event on Tuesday, February 11, 2025.",,114,The White House blocked an Associated Press reporter from an event in the Oval Office on Tuesday because the news agency has not altered its style on the Gulf of Mexico,2025-02-12,outlet_report,2026-09-22,high,current,28,,,corrections-2026-09-22,2026-09-22T22:15:32Z
109,incident,13,occurred_on,2025-09-19,"The Pentagon's new press rules were made public on Friday, September 19, 2025, when officials confirmed them to reporters.",,115,"The Pentagon will drastically change its rules for journalists who cover the Department of Defense, two U.S. officials who are not authorized to speak publicly confirmed to NPR Friday.",2025-09-20,outlet_report,2026-09-22,medium,current,32,,,corrections-2026-09-22,2026-09-22T22:15:35Z
110,incident,9,occurred_on,2024-05-24,"Governor Jeff Landry signed HB 173 into law as Act No. 259 on May 24, 2024; it took effect on August 1, 2024.",,116,05/24 H Effective date: 08/01/2024. 05/24 H Signed by the Governor. Becomes Act No. 259.,2024-05-24,primary_document,2026-09-22,high,current,48,,,corrections-2026-09-22,2026-09-22T22:15:38Z
111,incident,22,occurred_on,2025-12-15,Jimmy Lai was convicted on national-security and sedition charges.,,84,"On December 15, 2025, the High Court found Lai, 78, guilty of two counts of 'conspiracy to commit collusion with foreign forces' under the draconian National Security Law, and one count of 'conspiracy to publish seditious publications'",2025-12-15,outlet_report,2026-09-22,medium,current,82,,,corrections-2026-09-22,2026-09-22T22:15:40Z
112,incident,11,effect_on_reporting,Coverage relies on Palestinian journalists working inside Gaza under direct risk,"With international correspondents barred from independent entry, Palestinian journalists carried the bulk of on-the-ground reporting.",,59,ban on independent foreign press access,2026-02-25,outlet_report,2026-09-22,medium,current,12,,,v2-wording,2026-09-22T22:15:53Z
113,incident,11,occurred_on,2026-01-07,A media-freedom body's statement condemning Israel's continued ban on independent international media access to Gaza was reported.,,61,"Instead of presenting a plan for allowing journalists into Gaza independently and letting us work alongside our brave Palestinian colleagues, the government has decided once again to lock us out.",2026-01-07,outlet_report,2026-09-22,medium,current,104,,,v2-wording,2026-09-22T22:15:53Z
114,incident,25,stated_justification,Denied mailing on Espionage Act grounds,Judge Learned Hand held that stopping short of urging readers to break the law should not be treated as an attempt to cause a violation of it.,,153,"If one stops short of urging upon others that it is their duty or their interest to resist the law, it seems to me one should not be held to have attempted to cause its violation.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:01:42Z
115,incident,25,action,Legal standard Hand applied,"Hand's opinion said the government had to point to language that specifically urged breaking the law, not merely to radical opinion.",,153,the state point with exactness to just that conduct which violates the law,,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:01:43Z
116,incident,25,effect_on_reporting,74 newspapers denied mailing privileges by 1918,"By 1918 the Wilson administration's Post Office, led by Postmaster General Albert Burleson and Attorney General Thomas Gregory, had denied mailing privileges to 74 newspapers under the Espionage Act.",,152,"By 1918, in actions that seriously threatened First Amendment freedoms and that likely would not be upheld today, 74 newspapers had been denied mailing privileges.",,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:01:44Z
